EXTL3	MPPE1	1
MED25	QKI	1
DDX3X	CUL3	1
SVIL	MYO19	1
GATA3	MDM2	1
PEX5	BAAT	1
PAWR	THAP1	1
SRSF2	POC5	1
ESYT1	NCDN	1
RIPK4	SMG5	1
RBM25	SREK1	1
ESR1	ESR2	1
NEDD4	OCLN	1
AKT1	KAT2A	1
APEX1	DDB1	1
HSPB2	PKP2	1
NONO	ASB3	1
HBP1	RBM34	1
DCAF7	SMAD3	1
CBX1	LRIF1	1
SRSF6	SF3A2	1
ILKAP	PTPRH	1
FKBP5	OGFR	1
BIRC2	MAVS	1
DCAF7	HIPK2	1
CUL2	SLBP	1
PRR11	NIP7	1
MALL	GGT7	1
FKBP6	PPIL2	1
NTRK1	BRAT1	1
FXR2	RBM14	1
NKRF	NFKB2	1
RHOA	ANLN	1
NOP56	RFC3	1
CCNA2	CCNA1	1
CHD4	IKZF2	1
PDIA3	LOXL2	1
DFFA	HERC1	1
PCNA	ERCC8	1
XPO1	XPA	1
APOB	AUP1	1
JUN	MAZ	1
LARP7	STAU2	1
CTBP1	LCOR	1
G3BP1	DDX50	1
QSOX1	PVR	1
CDK5	EGLN3	1
FOS	SRA1	1
SP1	SENP6	1
NEBL	ESR2	1
APBB1	SF3B2	1
CDC5L	RBM4	1
RTKN	AGAP1	1
AP2B1	U2AF1	1
GCNT3	CASK	1
SRP14	PAN2	1
OFD1	CEP55	1
EPHA3	TPTE	1
